"salary_id";"employee_id";"salary";"effective_date";"salary_increment_percent_clean"
310;293;138000.0;"2015-09-25";21.6
311;294;45500.0;"2025-04-28";9.6
312;337;68700.0;"2016-11-27";18.3
313;337;109500.0;"2021-09-26";6.4
314;381;137900.0;"2016-01-09";10.6
315;384;88200.0;"2020-05-26";3.0
316;384;40200.0;"2015-12-05";18.9
317;384;166800.0;"2022-01-14";0.4
318;406;84200.0;"2018-06-01";14.7
319;410;215300.0;"2024-02-27";20.7
320;445;67500.0;"2024-06-18";6.8
321;495;226900.0;"2017-02-06";14.0
322;495;32000.0;"2023-05-05";12.3
323;522;34400.0;"2023-04-09";4.8
324;522;61400.0;"2016-12-08";6.9
325;1036;182300.0;"2021-09-10";7.9
326;1036;202900.0;"2020-11-05";8.1
327;1036;150100.0;"2020-05-12";22.9
328;7;50300.0;"2015-07-13";8.2
329;28;76500.0;"2023-11-05";12.3
330;33;72400.0;"2023-09-24";13.6
331;33;142400.0;"2025-07-08";0.0
332;33;126400.0;"2019-04-03";9.4
333;38;207900.0;"2025-05-04";14.8
334;38;127400.0;"2024-01-05";10.4
335;58;211700.0;"2025-05-21";10.7
336;58;25500.0;"2024-08-30";11.3
337;76;230100.0;"2020-09-20";6.9
338;76;196100.0;"2020-03-06";12.4
339;134;68300.0;"2024-05-05";24.7
340;134;122800.0;"2023-06-23";17.4
341;138;152600.0;"2024-09-20";2.2
342;138;197000.0;"2021-12-04";19.5
343;156;227800.0;"2017-05-14";0.2
344;156;94700.0;"2018-12-31";0.0
345;184;168900.0;"2025-04-01";0.5
346;196;109200.0;"2019-09-11";9.3
347;196;109400.0;"2021-09-14";4.9
348;204;175400.0;"2024-06-29";3.5
349;204;70700.0;"2015-07-06";23.3
350;215;31900.0;"2018-01-04";7.5
351;215;47900.0;"2021-01-26";2.1
352;217;213900.0;"2025-11-05";4.0
353;217;147700.0;"2016-04-15";7.1
354;234;28900.0;"2025-06-05";17.4
355;234;32700.0;"2016-02-28";17.6
356;234;131700.0;"2019-10-25";2.5
357;264;51700.0;"2016-08-25";9.4
358;268;32100.0;"2019-08-08";8.2
359;271;29400.0;"2025-12-15";16.6
360;271;41200.0;"2023-04-10";18.6
361;318;143000.0;"2026-07-01";3.3
362;318;135600.0;"2018-10-05";20.5
363;329;243100.0;"2022-12-28";18.7
364;329;235200.0;"2021-07-10";11.5
365;361;175700.0;"2023-03-23";17.2
366;396;186400.0;"2026-04-19";21.4
367;396;41600.0;"2016-07-10";20.2
368;424;184200.0;"2015-03-16";19.4
369;426;38600.0;"2023-10-25";23.9
370;449;185500.0;"2024-12-05";7.4
371;454;189700.0;"2018-01-26";22.3
372;454;153700.0;"2023-02-21";25.0
373;467;162400.0;"2020-08-14";14.7
374;467;201800.0;"2021-11-18";9.4
375;489;69200.0;"2023-09-09";16.9
376;504;208200.0;"2025-06-28";21.4
377;509;161000.0;"2024-01-09";4.9
378;516;192700.0;"2022-12-28";2.7
379;537;207700.0;"2023-11-21";20.7
380;3;199900.0;"2018-02-22";8.9
381;3;167100.0;"2016-10-01";21.9
382;15;27900.0;"2017-12-01";9.6
383;15;33100.0;"2020-05-07";17.3
384;47;167400.0;"2018-05-20";24.4
385;60;220300.0;"2024-12-10";0.1
386;60;199000.0;"2015-09-24";19.9
387;66;182200.0;"2025-05-31";11.1
388;71;146700.0;"2025-09-06";8.0
389;71;193900.0;"2016-06-03";11.6
390;71;174900.0;"2023-01-17";10.0
391;92;88400.0;"2025-08-05";1.1
392;92;233400.0;"2026-05-21";22.3
393;95;82700.0;"2017-10-11";11.7
394;95;191700.0;"2022-01-27";10.5
395;108;127800.0;"2022-07-07";13.0
396;108;111600.0;"2024-09-02";18.1
397;123;73700.0;"2022-06-09";24.5
398;123;202700.0;"2020-11-22";10.7
399;124;234100.0;"2015-11-25";19.5
400;124;55500.0;"2019-07-02";14.3
401;124;110200.0;"2017-09-03";11.0
402;133;79400.0;"2025-01-15";14.7
403;133;100900.0;"2022-02-27";16.0
404;143;205500.0;"2023-05-22";0.3
405;143;177700.0;"2019-03-08";20.5
406;144;82300.0;"2019-03-16";5.6
407;154;84200.0;"2017-08-09";0.9
408;154;174800.0;"2024-11-28";24.4
409;174;131900.0;"2024-09-16";11.2
410;198;214400.0;"2023-08-30";23.5
411;198;149500.0;"2020-04-27";21.9
412;202;127100.0;"2015-04-08";17.5
413;202;50000.0;"2024-07-05";13.2
414;202;155000.0;"2017-03-17";14.0
415;209;234900.0;"2018-05-19";11.9
416;209;113200.0;"2024-12-28";5.9
417;224;130200.0;"2020-05-05";5.2
418;224;205000.0;"2016-08-21";3.4
419;239;89500.0;"2021-01-16";6.5
420;239;76000.0;"2016-06-17";9.9
421;249;117000.0;"2022-11-09";22.5
422;263;113600.0;"2024-09-22";17.5
423;263;187000.0;"2020-10-21";7.7
424;280;90000.0;"2016-05-11";6.7
425;280;26000.0;"2021-03-14";19.9
426;282;174500.0;"2020-01-06";15.7
427;282;105200.0;"2023-04-21";13.4
428;298;185800.0;"2019-04-29";14.0
429;298;115700.0;"2018-10-09";4.2
430;302;80100.0;"2021-08-07";23.9
431;302;249000.0;"2024-11-23";25.0
432;302;80100.0;"2015-11-23";1.0
433;305;41300.0;"2022-06-07";0.0
434;305;160300.0;"2022-02-27";16.9
435;305;72600.0;"2023-03-30";14.9
436;323;223700.0;"2015-02-22";0.6
437;323;69800.0;"2025-01-20";6.2
438;326;107100.0;"2023-05-22";14.3
439;327;88900.0;"2024-06-14";20.7
440;327;91900.0;"2019-11-01";19.8
441;327;78800.0;"2017-08-20";11.3
442;334;201800.0;"2018-05-12";16.1
443;344;103600.0;"2015-12-10";14.1
444;358;218700.0;"2022-12-07";6.6
445;376;194000.0;"2019-07-31";12.4
446;376;210500.0;"2018-11-15";1.0
447;385;133700.0;"2018-02-28";20.0
448;385;190700.0;"2026-06-29";23.5
449;385;227900.0;"2020-06-02";21.2
450;393;218200.0;"2020-03-19";2.3
451;393;177600.0;"2017-06-29";15.0
452;397;148000.0;"2020-08-20";14.5
453;397;167100.0;"2023-06-09";16.6
454;398;26600.0;"2015-05-27";16.5
455;398;147000.0;"2015-11-25";14.7
456;400;101500.0;"2018-11-23";8.8
457;448;233000.0;"2016-01-25";4.3
458;448;219700.0;"2026-04-06";14.2
459;501;38400.0;"2019-04-30";9.7
460;503;124500.0;"2023-08-21";22.3
461;506;64200.0;"2019-03-01";8.8
462;506;142400.0;"2018-02-24";5.0
463;512;36300.0;"2016-09-26";14.2
464;512;130700.0;"2017-10-06";6.0
465;530;171800.0;"2026-03-18";16.5
466;1027;82000.0;"2018-02-27";6.0
467;1027;37500.0;"2017-06-22";22.5
468;1028;159600.0;"2019-12-22";13.5
469;6;244800.0;"2024-07-13";14.6
470;6;164200.0;"2018-02-15";17.5
471;42;48800.0;"2020-11-12";15.9
472;42;139900.0;"2016-03-01";14.2
473;77;234600.0;"2017-01-28";25.0
474;80;194800.0;"2023-03-22";10.1
475;80;84900.0;"2015-06-27";23.4
476;82;116200.0;"2023-01-13";7.2
477;82;53300.0;"2015-08-10";6.8
478;99;105400.0;"2018-01-07";10.4
479;110;148400.0;"2022-08-16";9.0
480;122;173100.0;"2018-08-27";3.0
481;131;192700.0;"2021-01-26";10.8
482;131;116600.0;"2022-11-11";23.2
483;142;140900.0;"2019-07-04";22.4
484;142;139300.0;"2024-06-15";11.7
485;163;181800.0;"2015-04-21";3.2
486;163;64800.0;"2019-01-05";0.7
487;163;105100.0;"2018-08-31";16.9
488;199;28800.0;"2026-01-19";22.2
489;208;69900.0;"2020-07-14";15.0
490;208;155600.0;"2023-05-08";6.6
491;210;111900.0;"2021-01-17";19.4
492;210;25300.0;"2022-01-06";10.0
493;212;48500.0;"2016-01-31";12.7
494;212;198300.0;"2022-10-16";8.9
495;213;168400.0;"2021-07-09";22.8
496;213;179900.0;"2024-04-21";11.8
497;240;186900.0;"2018-08-05";2.1
498;240;194400.0;"2016-11-23";8.3
499;247;90100.0;"2018-10-14";22.5
500;247;59800.0;"2017-12-25";9.6
501;269;242100.0;"2021-05-18";18.2
502;273;201500.0;"2024-03-17";21.3
503;273;239100.0;"2024-11-05";14.1
504;273;30500.0;"2020-08-20";10.5
505;312;79900.0;"2017-08-20";9.5
506;364;177700.0;"2015-02-16";0.0
507;364;85700.0;"2016-09-26";6.9
508;364;225600.0;"2024-06-29";19.7
509;375;237100.0;"2016-03-09";3.3
510;379;107600.0;"2016-05-12";2.6
511;379;223600.0;"2018-06-08";8.3
512;402;157900.0;"2021-12-12";10.8
513;402;200400.0;"2022-06-28";15.9
514;402;79500.0;"2025-07-29";15.0
515;414;46000.0;"2018-11-02";23.5
516;414;210800.0;"2021-04-09";15.2
517;414;170100.0;"2018-12-09";21.6
518;420;203500.0;"2025-06-18";3.0
519;420;37900.0;"2015-06-18";0.5
520;450;33400.0;"2016-06-18";6.0
521;450;34700.0;"2015-11-11";0.1
522;459;116600.0;"2017-02-05";22.9
523;459;188500.0;"2016-09-28";10.9
524;459;224900.0;"2016-06-15";11.5
525;460;160100.0;"2024-05-11";22.5
526;470;125900.0;"2017-04-23";17.2
527;485;87700.0;"2026-05-03";12.8
528;485;219200.0;"2020-06-21";13.0
529;485;156300.0;"2017-09-07";9.6
530;486;210100.0;"2022-03-21";11.9
531;486;107700.0;"2023-10-14";7.2
532;507;157200.0;"2015-10-09";16.6
533;507;116900.0;"2025-05-15";17.8
534;520;228800.0;"2018-07-27";6.0
535;532;181300.0;"2021-03-28";12.9
536;1029;67000.0;"2024-07-10";10.5
537;1029;150400.0;"2022-12-20";22.1
538;4;156200.0;"2023-11-18";6.1
539;13;246300.0;"2022-01-25";19.3
540;13;56500.0;"2017-08-08";22.0
541;45;172300.0;"2020-09-30";4.4
542;45;209600.0;"2018-05-24";0.0
543;45;224000.0;"2024-12-18";20.0
544;55;248400.0;"2024-10-18";21.4
545;55;156800.0;"2022-05-02";6.0
546;81;199400.0;"2020-10-01";9.4
547;84;165500.0;"2015-11-04";6.1
548;94;150300.0;"2021-10-09";15.2
549;94;74500.0;"2020-06-23";4.5
550;98;111900.0;"2021-09-19";1.5
551;98;220100.0;"2018-07-20";19.6
552;101;48300.0;"2017-11-02";21.8
553;101;37900.0;"2017-01-12";0.6
554;112;192200.0;"2018-01-06";15.5
555;117;141500.0;"2018-11-21";16.9
556;126;186200.0;"2021-05-01";9.2
557;126;28500.0;"2015-02-07";24.0
558;130;94600.0;"2016-04-17";20.9
559;130;225300.0;"2022-01-06";1.7
560;178;206600.0;"2019-12-07";8.2
561;178;114800.0;"2021-06-26";10.4
562;178;215600.0;"2021-08-17";24.3
563;197;223200.0;"2021-07-06";6.0
564;205;143500.0;"2016-11-01";15.3
565;205;68500.0;"2023-08-13";14.5
566;205;95100.0;"2018-09-22";11.3
567;220;183300.0;"2025-02-10";19.8
568;220;54100.0;"2018-12-15";15.7
569;220;211700.0;"2023-04-16";10.4
570;222;200400.0;"2023-04-14";3.9
571;225;98200.0;"2017-12-29";21.2
572;225;196500.0;"2015-04-27";4.5
573;225;63400.0;"2024-06-30";15.3
574;243;72600.0;"2019-11-30";5.7
575;243;146000.0;"2017-07-28";21.4
576;277;209900.0;"2020-03-21";16.5
577;296;174200.0;"2025-07-13";5.1
578;296;162500.0;"2018-09-24";24.2
579;296;130900.0;"2025-09-07";9.5
580;300;211700.0;"2021-07-19";2.1
581;300;126700.0;"2017-09-30";12.0
582;307;43500.0;"2024-06-03";19.7
583;307;164500.0;"2025-06-12";17.0
584;314;194900.0;"2023-01-05";0.2
585;314;216300.0;"2016-06-24";2.0
586;314;113500.0;"2021-09-15";23.3
587;315;136300.0;"2016-02-02";16.6
588;315;202300.0;"2024-12-31";7.8
589;319;196700.0;"2020-03-31";14.8
590;319;186900.0;"2017-04-14";14.5
591;322;70200.0;"2024-09-07";13.0
592;322;36100.0;"2020-01-25";23.9
593;324;247400.0;"2020-04-21";8.0
594;354;92500.0;"2019-03-13";13.2
595;359;162400.0;"2019-03-25";0.0
596;360;183200.0;"2021-09-02";5.3
597;371;44500.0;"2015-09-30";3.2
598;371;209300.0;"2023-12-05";19.9
599;377;116500.0;"2023-06-21";2.5
600;377;91600.0;"2016-05-16";4.7
601;388;56000.0;"2016-07-21";22.7
602;394;207400.0;"2015-04-14";9.6
603;394;192300.0;"2021-06-06";3.6
604;423;191300.0;"2021-10-13";22.3
605;423;164100.0;"2018-08-22";17.3
606;423;85000.0;"2021-02-09";17.2
607;427;204000.0;"2016-08-01";2.4
608;441;248100.0;"2021-02-26";22.6
609;441;97300.0;"2019-07-01";19.5
610;446;166400.0;"2018-07-01";6.6
611;446;84600.0;"2016-01-18";0.8
612;457;196400.0;"2018-05-31";2.5
613;457;137300.0;"2023-09-18";4.7
614;458;197700.0;"2022-04-28";12.5
615;472;41000.0;"2021-02-16";16.4
616;473;43600.0;"2023-12-25";23.7
617;498;144600.0;"2017-08-20";1.7
618;519;78100.0;"2019-06-21";0.2
619;519;174500.0;"2018-07-18";20.3
620;519;176400.0;"2016-02-14";1.3
621;524;245700.0;"2021-09-04";1.5
622;524;237000.0;"2020-01-02";11.0
623;527;117400.0;"2022-02-08";10.9
624;1025;116100.0;"2023-10-16";18.6
625;5;147000.0;"2026-03-19";7.9
626;17;155200.0;"2017-11-11";19.9
627;17;216700.0;"2025-07-24";10.7
628;17;224500.0;"2018-10-10";23.1
629;30;195900.0;"2019-02-14";12.3
630;30;186800.0;"2018-09-16";7.6
631;39;218900.0;"2024-09-23";17.2
632;39;126900.0;"2023-09-01";19.8
633;41;59400.0;"2026-01-19";21.2
634;41;127600.0;"2022-11-02";3.7
635;65;212600.0;"2017-09-28";18.5
636;91;79800.0;"2017-03-05";12.7
637;105;185800.0;"2017-06-10";23.7
638;106;119700.0;"2025-02-22";2.5
639;106;245400.0;"2023-05-16";8.0
640;106;145400.0;"2017-01-20";22.6
641;107;198600.0;"2017-07-25";8.4
642;107;101800.0;"2025-05-13";17.6
643;135;90200.0;"2017-05-13";4.4
644;135;139600.0;"2018-09-14";11.2
645;141;190500.0;"2018-02-24";24.8
646;166;116200.0;"2021-11-06";0.5
647;166;197000.0;"2022-11-08";14.1
648;169;151200.0;"2020-03-23";14.5
649;169;232900.0;"2017-07-18";0.3
650;169;75500.0;"2026-02-15";23.0
651;173;194100.0;"2020-03-15";0.0
652;173;227800.0;"2018-11-14";22.1
653;180;197800.0;"2019-06-21";0.7
654;180;32900.0;"2020-10-18";14.1
655;207;88300.0;"2024-02-18";6.3
656;230;168100.0;"2022-09-18";5.5
657;230;118800.0;"2022-08-29";10.0
658;242;59900.0;"2020-04-08";19.0
659;242;87700.0;"2020-04-20";24.2
660;242;76500.0;"2024-12-17";15.6
661;262;44600.0;"2024-11-08";13.8
662;288;210000.0;"2025-04-17";0.0
